"sample_nr","tb_mean","variable","value"
25,9.9,"Moxnidazole",1.1044029630666
26,10.1,"Moxnidazole",0.992351148400746
27,10.5,"Moxnidazole",0.783837837171617
28,11.6,"Moxnidazole",0.958504821216976
29,30.9,"Moxnidazole",-0.27421652709193
30,34.4,"Moxnidazole",-0.508325173595167
31,34.9,"Moxnidazole",-0.350951046728797
32,34.5,"Moxnidazole",-0.467979138817273
33,34.2,"Moxnidazole",0.0888690019147145
34,34.5,"Moxnidazole",-0.0672805409936471
35,33.9,"Moxnidazole",-0.152344284655303
36,34.1,"Moxnidazole",-0.130837149951948
37,34.1,"Moxnidazole",-0.256955954971611
38,34.4,"Moxnidazole",-0.167768301521782
39,33.9,"Moxnidazole",-0.128325399109292
40,33.7,"Moxnidazole",-0.22218345318694
41,33.5,"Moxnidazole",-0.466833822514328
42,33.5,"Moxnidazole",-0.852923172384778
43,34.1,"Moxnidazole",-0.395761901984099
44,33.9,"Moxnidazole",-0.376664129340228
45,32.3,"Moxnidazole",-0.117364796020066
46,28.6,"Moxnidazole",-0.117910625336706
47,22.5,"Moxnidazole",-0.165318874271258
48,15.6,"Moxnidazole",-0.0164159810324339
49,12.8,"Moxnidazole",0.143937032089388
50,12.3,"Moxnidazole",0.255012670890118
51,11.5,"Moxnidazole",-0.022387623434031
52,11.2,"Moxnidazole",-0.054326465468975
53,10.8,"Moxnidazole",0.095852574451343
54,10.4,"Moxnidazole",-0.578303367881492
55,10.2,"Moxnidazole",-0.0175892234569173
56,10,"Moxnidazole",-0.0218478543528762
57,9.7,"Moxnidazole",0.629344733947187
58,9.3,"Moxnidazole",0.335640820157315
59,9.1,"Moxnidazole",0.787574732129162
60,8.9,"Moxnidazole",0.821574784145215
61,8.6,"Moxnidazole",0.764508930319147
62,8.5,"Moxnidazole",0.612977865528759
63,8.3,"Moxnidazole",0.53677827560139
64,8.1,"Moxnidazole",-0.319590780298927
65,7.9,"Moxnidazole",0.50537710471056
66,7.7,"Moxnidazole",0.714797758636549
67,7.6,"Moxnidazole",1.19439269847707
68,7.5,"Moxnidazole",1.02411395832009
69,7.5,"Moxnidazole",1.39878655918332
70,7.5,"Moxnidazole",1.04729181922504
71,7.5,"Moxnidazole",1.13688227606681
72,7.7,"Moxnidazole",0.39211890441064
73,7.9,"Moxnidazole",0.433716079488534
74,8,"Moxnidazole",0.713988637448707
75,8,"Moxnidazole",0.67254736102348
76,7.8,"Moxnidazole",-0.0957430501188353
77,7.7,"Moxnidazole",1.35169365006944
78,7.6,"Moxnidazole",0.746681669537389
79,7.6,"Moxnidazole",0.920967341870333
80,7.6,"Moxnidazole",1.02021227214578
81,7.6,"Moxnidazole",1.30484605968428
82,15,"Moxnidazole",0.538208206661847
83,34.3,"Moxnidazole",0.135258995510066
84,34.4,"Moxnidazole",0.246151217779953
85,34.4,"Moxnidazole",0.169929526870598
86,34.4,"Moxnidazole",-0.182215972917005
87,34.7,"Moxnidazole",0.134509147473736
88,34.3,"Moxnidazole",-0.985714857737957
89,34.5,"Moxnidazole",0.0165387548763137
90,34.3,"Moxnidazole",0.111335415393331
91,34.7,"Moxnidazole",0.155909783504742
92,34.7,"Moxnidazole",0.0153407890158868
93,33.8,"Moxnidazole",0.220551997226366
94,33.4,"Moxnidazole",0.305994938352741
95,33.5,"Moxnidazole",0.275442479217862
96,33.3,"Moxnidazole",0.228598507684087
97,35,"Moxnidazole",-0.105634242782612
98,35.7,"Moxnidazole",0.00746656829413156
99,34.7,"Moxnidazole",0.166079559728799
100,34.2,"Moxnidazole",-1.08711315630066
1,35.2,"Nitrosoguvacoline",0.651543343068139
2,34.7,"Nitrosoguvacoline",1.45217939498489
3,35,"Nitrosoguvacoline",1.19919444847248
4,30.9,"Nitrosoguvacoline",1.84925189404926
5,24.3,"Nitrosoguvacoline",0.284504437871825
6,18.1,"Nitrosoguvacoline",0.564235203858968
7,13,"Nitrosoguvacoline",0.607856221228823
8,10.7,"Nitrosoguvacoline",-0.723350540386181
9,10,"Nitrosoguvacoline",0.201765316422253
10,9.3,"Nitrosoguvacoline",-0.218807748709896
11,8.9,"Nitrosoguvacoline",-0.130886233337051
12,8.8,"Nitrosoguvacoline",0.0841416039804227
13,8.7,"Nitrosoguvacoline",0.0365490632500337
14,8.7,"Nitrosoguvacoline",-0.295458751718146
15,8.6,"Nitrosoguvacoline",-7.09770677368882e-05
16,8.6,"Nitrosoguvacoline",-0.649677861324453
17,8.8,"Nitrosoguvacoline",-0.308311644877319
18,9,"Nitrosoguvacoline",-0.624390628030429
19,9.2,"Nitrosoguvacoline",-0.479863449254643
20,9.4,"Nitrosoguvacoline",-0.78805502221017
21,9.7,"Nitrosoguvacoline",-0.149829815828555
22,10,"Nitrosoguvacoline",-0.595522706378234
23,10,"Nitrosoguvacoline",-0.292690790397968
24,9.9,"Nitrosoguvacoline",-0.615634636909646
25,9.9,"Nitrosoguvacoline",-0.587166380280181
26,10.1,"Nitrosoguvacoline",-0.48397772764107
27,10.5,"Nitrosoguvacoline",-0.599361150243211
28,11.6,"Nitrosoguvacoline",-0.757785885829544
29,30.9,"Nitrosoguvacoline",-0.138231567840198
30,34.4,"Nitrosoguvacoline",0.914744568028573
31,34.9,"Nitrosoguvacoline",1.38552207889997
32,34.5,"Nitrosoguvacoline",1.03115711903212
33,34.2,"Nitrosoguvacoline",1.01182380246148
34,34.5,"Nitrosoguvacoline",1.33491903558299
35,33.9,"Nitrosoguvacoline",1.54286274731594
36,34.1,"Nitrosoguvacoline",0.925250259762069
37,34.1,"Nitrosoguvacoline",2.8417917009204
38,34.4,"Nitrosoguvacoline",-0.204534672576989
39,33.9,"Nitrosoguvacoline",0.658300334742217
40,33.7,"Nitrosoguvacoline",0.525072887892229
41,33.5,"Nitrosoguvacoline",0.0847672892995172
42,33.5,"Nitrosoguvacoline",0.413250862799961
43,34.1,"Nitrosoguvacoline",1.40417802912098
44,33.9,"Nitrosoguvacoline",1.46752586375408
45,32.3,"Nitrosoguvacoline",0.499906644365628
46,28.6,"Nitrosoguvacoline",0.957021664800675
47,22.5,"Nitrosoguvacoline",0.828586801392418
48,15.6,"Nitrosoguvacoline",1.04623903620049
49,12.8,"Nitrosoguvacoline",2.08073367525318
50,12.3,"Nitrosoguvacoline",1.1613102730254
51,11.5,"Nitrosoguvacoline",1.30750029157952
52,11.2,"Nitrosoguvacoline",1.23950865722705
53,10.8,"Nitrosoguvacoline",1.01140626670177
54,10.4,"Nitrosoguvacoline",1.10569162997582
55,10.2,"Nitrosoguvacoline",0.827544244565129
56,10,"Nitrosoguvacoline",1.48923916141474
57,9.7,"Nitrosoguvacoline",-0.0892212754406751
58,9.3,"Nitrosoguvacoline",0.627016144208658
59,9.1,"Nitrosoguvacoline",-0.214548465139269
60,8.9,"Nitrosoguvacoline",-0.130231794992485
61,8.6,"Nitrosoguvacoline",-0.333785209063397
62,8.5,"Nitrosoguvacoline",-0.518822693619041
63,8.3,"Nitrosoguvacoline",-0.291986375024965
64,8.1,"Nitrosoguvacoline",-1.33341791243006
65,7.9,"Nitrosoguvacoline",-0.689512959836937
66,7.7,"Nitrosoguvacoline",-0.319505684340809
67,7.6,"Nitrosoguvacoline",-0.42824846128878
68,7.5,"Nitrosoguvacoline",-0.984914779204613
69,7.5,"Nitrosoguvacoline",2.20415047796875
70,7.5,"Nitrosoguvacoline",-1.19940266106326
71,7.5,"Nitrosoguvacoline",-1.23362978471598
72,7.7,"Nitrosoguvacoline",-1.51197773907336
73,7.9,"Nitrosoguvacoline",-1.79841285698995
74,8,"Nitrosoguvacoline",-0.773688452980841
75,8,"Nitrosoguvacoline",-0.790757908632853
76,7.8,"Nitrosoguvacoline",-1.49851305156207
77,7.7,"Nitrosoguvacoline",-1.12332920526943
78,7.6,"Nitrosoguvacoline",-0.830009740524214
79,7.6,"Nitrosoguvacoline",-1.3734277580752
80,7.6,"Nitrosoguvacoline",-1.36717672068878
81,7.6,"Nitrosoguvacoline",-1.16819364124037
82,15,"Nitrosoguvacoline",0.577561864697297
83,34.3,"Nitrosoguvacoline",0.472668817252212
84,34.4,"Nitrosoguvacoline",1.13864350685017
85,34.4,"Nitrosoguvacoline",0.47052833531598
86,34.4,"Nitrosoguvacoline",0.370235123885685
87,34.7,"Nitrosoguvacoline",0.742910449972177
88,34.3,"Nitrosoguvacoline",-0.995886876830905
89,34.5,"Nitrosoguvacoline",0.123509517017979
90,34.3,"Nitrosoguvacoline",0.168273933938837
91,34.7,"Nitrosoguvacoline",0.0919145495244388
92,34.7,"Nitrosoguvacoline",0.78643273138906
93,33.8,"Nitrosoguvacoline",-1.80456855855635
94,33.4,"Nitrosoguvacoline",0.919791522347632
95,33.5,"Nitrosoguvacoline",0.76894969544067
96,33.3,"Nitrosoguvacoline",0.134118768402333
97,35,"Nitrosoguvacoline",0.216079310024929
98,35.7,"Nitrosoguvacoline",0.566836230639712
99,34.7,"Nitrosoguvacoline",0.327325453760636
100,34.2,"Nitrosoguvacoline",-1.38637102330146
1,35.2,"N-Nitrosoproline",-0.555092747222475
2,34.7,"N-Nitrosoproline",0.220750854046342
3,35,"N-Nitrosoproline",-0.617611067254383
4,30.9,"N-Nitrosoproline",-0.39967245193558
5,24.3,"N-Nitrosoproline",-0.778777543948059
6,18.1,"N-Nitrosoproline",-0.884340490903941
7,13,"N-Nitrosoproline",0.85258270183317
8,10.7,"N-Nitrosoproline",-1.40979406931531
9,10,"N-Nitrosoproline",0.119957911949001
10,9.3,"N-Nitrosoproline",0.201419659514757
11,8.9,"N-Nitrosoproline",0.385559884195169
12,8.8,"N-Nitrosoproline",0.306170042188509
13,8.7,"N-Nitrosoproline",0.507626428426925
14,8.7,"N-Nitrosoproline",0.772235970090626
15,8.6,"N-Nitrosoproline",-0.651409179384877
16,8.6,"N-Nitrosoproline",0.783023537876149
17,8.8,"N-Nitrosoproline",1.09784252004497
18,9,"N-Nitrosoproline",1.29093781001023
19,9.2,"N-Nitrosoproline",1.47149132776825
20,9.4,"N-Nitrosoproline",0.143513090979305
21,9.7,"N-Nitrosoproline",0.269432484981787
22,10,"N-Nitrosoproline",0.464558050432964
23,10,"N-Nitrosoproline",0.586264289159678
24,9.9,"N-Nitrosoproline",-0.0890280865106247
25,9.9,"N-Nitrosoproline",-0.0670791132927963
26,10.1,"N-Nitrosoproline",0.886191342151082
27,10.5,"N-Nitrosoproline",0.374452006816489
28,11.6,"N-Nitrosoproline",1.16282691069606
29,30.9,"N-Nitrosoproline",0.207843715512729
30,34.4,"N-Nitrosoproline",-0.0684504933157377
31,34.9,"N-Nitrosoproline",0.237540371623325
32,34.5,"N-Nitrosoproline",-0.443146041009459
33,34.2,"N-Nitrosoproline",-0.74303556436908
34,34.5,"N-Nitrosoproline",-0.429027624711024
35,33.9,"N-Nitrosoproline",-0.558179583030289
36,34.1,"N-Nitrosoproline",-0.480387788237644
37,34.1,"N-Nitrosoproline",0.0789660509906727
38,34.4,"N-Nitrosoproline",-0.335046561714286
39,33.9,"N-Nitrosoproline",-0.823703885928827
40,33.7,"N-Nitrosoproline",0.550596652100213
41,33.5,"N-Nitrosoproline",0.770039658386872
42,33.5,"N-Nitrosoproline",0.854067575128794
43,34.1,"N-Nitrosoproline",0.238687359381243
44,33.9,"N-Nitrosoproline",-0.811058700867459
45,32.3,"N-Nitrosoproline",0.112291551449761
46,28.6,"N-Nitrosoproline",-0.686902101637918
47,22.5,"N-Nitrosoproline",-1.00176003089059
48,15.6,"N-Nitrosoproline",-1.09740222392215
49,12.8,"N-Nitrosoproline",-0.643991190968441
50,12.3,"N-Nitrosoproline",-0.919713187669448
51,11.5,"N-Nitrosoproline",-0.584288822435512
52,11.2,"N-Nitrosoproline",-0.407846029100069
53,10.8,"N-Nitrosoproline",1.08923957419993
54,10.4,"N-Nitrosoproline",-0.352599165520775
55,10.2,"N-Nitrosoproline",0.78715179583996
56,10,"N-Nitrosoproline",-0.684880566782341
57,9.7,"N-Nitrosoproline",0.631270617820317
58,9.3,"N-Nitrosoproline",1.10183945309087
59,9.1,"N-Nitrosoproline",0.856209551508458
60,8.9,"N-Nitrosoproline",1.04124184754922
61,8.6,"N-Nitrosoproline",-0.0102300251818466
62,8.5,"N-Nitrosoproline",1.03439288671739
63,8.3,"N-Nitrosoproline",2.21389423806498
64,8.1,"N-Nitrosoproline",1.03713248737191
65,7.9,"N-Nitrosoproline",3.6908908950522
66,7.7,"N-Nitrosoproline",0.474784721405838
67,7.6,"N-Nitrosoproline",1.98362999666972
68,7.5,"N-Nitrosoproline",0.803175115512009
69,7.5,"N-Nitrosoproline",1.8476451900997
70,7.5,"N-Nitrosoproline",0.464819404479718
71,7.5,"N-Nitrosoproline",0.53374594564855
72,7.7,"N-Nitrosoproline",0.274515677301872
73,7.9,"N-Nitrosoproline",-0.580590203256236
74,8,"N-Nitrosoproline",0.59232547915016
75,8,"N-Nitrosoproline",0.394527480178414
76,7.8,"N-Nitrosoproline",2.50323255209208
